Tanggal,Jam,Kategori,Jumlah,Keterangan
2022-07-19,19:27:00,tagihan,44000,Bayar iuran keamanan lingkungan
2022-07-19,09:16:00,pajak,55000,Bayar pajak hotel dan restoran
2022-07-19,19:37:00,loundry,18000,Bersihkan karpet rumah
2022-07-19,21:09:00,rumah,99000,"Pembelian alat keamanan rumah (CCTV, alarm)"
2022-07-20,15:33:00,pulsa,5000,Beli pulsa untuk perangkat IoT
2022-07-20,08:28:00,pakaian,52000,Beli pakaian muslim
2022-07-20,07:51:00,makan,30000,Beli jajanan pasar tradisional
2022-07-21,07:40:00,pajak,72000,Bayar pajak kendaraan pribadi
2022-07-21,14:20:00,pulsa,17000,Beli voucher TV kabel
2022-07-21,14:05:00,kesehatan,66000,Vaksinasi anak dan dewasa
2022-07-21,06:59:00,asuransi,56000,Bayar premi asuransi usaha
2022-07-22,15:55:00,pajak,70000,Bayar pajak listrik usaha
2022-07-22,16:57:00,kesehatan,93000,Pembelian obat resep dokter
2022-07-22,11:28:00,tagihan,62000,Bayar tagihan air PDAM
2022-07-22,07:04:00,hiburan,36000,Beli buku novel dan komik
2022-07-22,11:40:00,makan,10000,Makan malam di restoran
2022-07-23,11:36:00,pakaian,34000,Beli kaos dan celana casual
2022-07-23,14:03:00,pulsa,12000,Beli voucher game online
2022-07-23,13:22:00,tagihan,32000,Bayar tagihan TV kabel dan streaming
2022-07-24,14:04:00,tagihan,92000,Bayar tagihan internet dan WiFi
2022-07-24,19:39:00,belanja,62000,Beli alat elektronik kecil
2022-07-24,19:31:00,tagihan,98000,Bayar tagihan air PDAM
2022-07-25,20:30:00,makan,13000,Beli lauk pauk untuk keluarga
2022-07-25,06:50:00,rumah,61000,Service dan perawatan AC
2022-07-25,06:51:00,loundry,12000,Loundry seprai dan selimut
2022-07-25,18:32:00,asuransi,56000,Bayar premi asuransi kendaraan
2022-07-25,19:38:00,pakaian,34000,Beli jaket dan sweater
2022-07-26,11:23:00,pakaian,74000,Beli baju kerja dan seragam
2022-07-26,15:48:00,pulsa,16000,Beli paket data internet
2022-07-26,21:33:00,lain-lain,14000,Bayar denda tilang
2022-07-26,14:33:00,pulsa,17000,Isi ulang pulsa telepon
2022-07-26,06:05:00,lain-lain,22000,Sedekah ke masjid atau panti asuhan
2022-07-27,19:37:00,belanja,52000,Beli pakaian baru
2022-07-27,17:53:00,loundry,10000,Setrika pakaian batik
2022-07-27,19:13:00,pulsa,10000,Isi ulang pulsa telepon
2022-07-28,15:39:00,pulsa,19000,Isi ulang pulsa telepon
2022-07-28,11:32:00,asuransi,76000,Pembayaran klaim asuransi
2022-07-28,07:30:00,rumah,99000,Beli kursi dan meja baru
2022-07-28,10:19:00,makan,13000,Makan siang di kantin
2022-07-28,15:50:00,belanja,22000,Belanja kebutuhan rumah tangga
2022-07-29,08:27:00,makan,25000,Beli lauk pauk untuk keluarga
2022-07-29,14:33:00,pajak,71000,Bayar pajak reklame
2022-07-29,11:50:00,loundry,17000,Bersihkan karpet rumah
2022-07-29,08:20:00,pulsa,11000,Beli pulsa untuk perangkat IoT
2022-07-29,10:13:00,pakaian,31000,Beli kaos dan celana casual
2022-07-30,11:31:00,pajak,88000,Bayar pajak listrik usaha
2022-07-30,12:46:00,pulsa,8000,Pembayaran layanan telekomunikasi lainnya
2022-07-30,08:46:00,asuransi,53000,Bayar premi asuransi pendidikan anak
2022-07-31,09:42:00,lain-lain,27000,Pembelian souvenir acara keluarga
2022-07-31,17:38:00,pakaian,51000,Beli pakaian dalam
2022-07-31,11:18:00,makan,10000,Beli makanan online lewat aplikasi
2022-07-31,15:12:00,rumah,82000,Perbaikan atap rumah bocor
2022-07-31,16:45:00,lain-lain,49000,Pembelian alat tulis kantor
2022-08-01,18:49:00,pakaian,58000,Beli kaos dan celana casual
2022-08-01,16:46:00,kesehatan,56000,Pemeriksaan laboratorium
2022-08-01,21:04:00,pulsa,19000,Isi ulang pulsa telepon
2022-08-01,13:00:00,rumah,81000,Beli alat pel dan alat kebersihan rumah
2022-08-01,15:37:00,asuransi,60000,Bayar premi asuransi perjalanan
2022-08-02,13:26:00,loundry,11000,Bersihkan karpet rumah
2022-08-02,14:39:00,asuransi,93000,Perpanjangan asuransi rumah
2022-08-02,08:50:00,asuransi,61000,Bayar premi asuransi usaha
2022-08-02,19:50:00,makan,14000,Makan di warteg
2022-08-03,16:57:00,makan,37000,Beli sarapan di warung
2022-08-03,07:44:00,pajak,98000,Bayar pajak kendaraan bermotor
2022-08-03,17:18:00,lain-lain,21000,Biaya tak terduga
2022-08-04,08:04:00,pulsa,9000,Beli kuota internet tambahan
2022-08-04,20:10:00,makan,48000,Makan di warteg
2022-08-04,18:32:00,kesehatan,82000,Pembelian alat kesehatan seperti tensimeter
2022-08-05,14:41:00,pajak,66000,Bayar pajak usaha
2022-08-05,13:38:00,belanja,31000,Beli peralatan kebersihan rumah
2022-08-05,11:29:00,pulsa,7000,Beli voucher game online
2022-08-05,16:26:00,hiburan,31000,Beli cemilan saat nonton TV
2022-08-05,07:12:00,asuransi,52000,Bayar premi asuransi jiwa
2022-08-06,08:04:00,makan,27000,Beli sarapan di warung
2022-08-06,21:48:00,hiburan,25000,Beli cemilan saat nonton TV
2022-08-06,15:14:00,tagihan,64000,Bayar tagihan air PDAM
2022-08-06,18:14:00,rumah,50000,"Pembelian alat keamanan rumah (CCTV, alarm)"
2022-08-07,19:21:00,belanja,30000,Belanja perlengkapan mandi
2022-08-07,20:36:00,lain-lain,22000,Transportasi darurat
2022-08-07,15:15:00,lain-lain,12000,Transportasi darurat
2022-08-08,11:21:00,pajak,51000,Bayar pajak usaha
2022-08-08,19:38:00,lain-lain,40000,Biaya perizinan dan administrasi
2022-08-08,06:51:00,pakaian,59000,Beli topi dan sabuk
2022-08-08,06:49:00,pakaian,32000,Beli topi dan sabuk
2022-08-09,18:00:00,makan,17000,Beli minuman es teh
2022-08-09,21:53:00,belanja,58000,Belanja kebutuhan rumah tangga
2022-08-09,15:10:00,kesehatan,97000,Pembelian obat resep dokter
2022-08-10,07:28:00,pajak,84000,Bayar pajak reklame
2022-08-10,17:37:00,rumah,92000,Service dan perawatan AC
2022-08-10,17:28:00,makan,15000,Beli nasi bungkus
2022-08-11,10:18:00,rumah,92000,Perbaikan instalasi listrik rumah
2022-08-11,20:26:00,makan,30000,Beli nasi bungkus
2022-08-11,07:31:00,loundry,29000,Loundry seprai dan selimut
2022-08-11,16:33:00,pulsa,10000,Beli pulsa untuk perangkat IoT
2022-08-11,11:06:00,loundry,24000,Loundry seragam sekolah
2022-08-12,07:37:00,tagihan,43000,Bayar langganan majalah/koran
2022-08-12,10:17:00,makan,22000,Beli makanan online lewat aplikasi
2022-08-12,19:05:00,belanja,54000,Beli peralatan kebersihan rumah
2022-08-13,13:00:00,pakaian,70000,Beli aksesoris pakaian
2022-08-13,09:59:00,pakaian,48000,Beli pakaian muslim
2022-08-13,14:38:00,makan,10000,Beli gorengan di sekolah
2022-08-13,13:17:00,pulsa,13000,Top up e-wallet GoPay/Ovo/Dana
2022-08-13,10:46:00,lain-lain,47000,Pembelian souvenir acara keluarga
2022-08-14,20:43:00,pakaian,74000,Beli baju kerja dan seragam
2022-08-14,11:27:00,kesehatan,51000,Pembelian masker dan hand sanitizer
2022-08-14,11:20:00,rumah,96000,Beli kursi dan meja baru
2022-08-14,08:43:00,belanja,25000,Beli souvenir dan hadiah
2022-08-15,12:57:00,belanja,47000,Belanja perlengkapan sekolah anak
2022-08-15,11:12:00,hiburan,26000,Mengikuti kelas musik atau tari
2022-08-15,12:20:00,pakaian,58000,Beli pakaian tradisional
2022-08-16,12:40:00,tagihan,71000,Bayar iuran keamanan lingkungan
2022-08-16,19:24:00,pakaian,61000,Beli pakaian muslim
2022-08-16,09:36:00,tagihan,83000,Bayar tagihan TV kabel dan streaming
2022-08-17,10:14:00,tagihan,85000,Bayar tagihan air PDAM
2022-08-17,06:59:00,pakaian,43000,Beli jaket dan sweater
2022-08-17,08:52:00,asuransi,61000,Bayar premi asuransi jiwa
2022-08-18,18:58:00,kesehatan,64000,Vaksinasi anak dan dewasa
2022-08-18,06:51:00,belanja,39000,Beli alat elektronik kecil
2022-08-18,10:02:00,loundry,13000,Loundry seragam sekolah
2022-08-18,14:38:00,makan,19000,Makan siang di kantin
2022-08-19,14:59:00,rumah,53000,Perbaikan instalasi listrik rumah
2022-08-19,15:05:00,rumah,70000,Perbaikan pipa dan keran air
2022-08-19,11:52:00,pajak,53000,Bayar pajak hotel dan restoran
2022-08-19,07:26:00,pulsa,13000,Isi ulang pulsa telepon
2022-08-19,15:08:00,lain-lain,20000,Sedekah ke masjid atau panti asuhan
2022-08-20,06:35:00,hiburan,41000,Nonton pertunjukan teater atau seni tradisional
2022-08-20,09:01:00,asuransi,73000,Bayar premi asuransi kesehatan
2022-08-20,10:05:00,tagihan,92000,Bayar tagihan internet dan WiFi
2022-08-20,07:03:00,pulsa,19000,Beli paket SMS dan telepon
2022-08-21,08:58:00,kesehatan,82000,Pembelian alat kesehatan seperti tensimeter
2022-08-21,06:19:00,tagihan,73000,Bayar tagihan TV kabel dan streaming
2022-08-21,16:13:00,belanja,75000,Beli alat elektronik kecil
2022-08-21,19:29:00,makan,16000,Makan di warteg
2022-08-21,20:46:00,kesehatan,75000,Beli vitamin dan suplemen
2022-08-22,11:57:00,loundry,28000,Loundry pakaian olahraga
2022-08-22,19:55:00,asuransi,88000,Perpanjangan asuransi rumah
2022-08-22,14:22:00,kesehatan,96000,Cek kesehatan di klinik
2022-08-23,11:59:00,belanja,33000,Beli pakaian baru
2022-08-23,18:19:00,makan,39000,Makan di warteg
2022-08-23,11:34:00,makan,43000,Jajan cemilan pasar
2022-08-23,17:12:00,pajak,76000,Pelaporan pajak tahunan
2022-08-24,20:20:00,kesehatan,92000,Pembelian masker dan hand sanitizer
2022-08-24,12:48:00,makan,30000,Beli gorengan di sekolah
2022-08-24,14:21:00,pakaian,39000,Beli baju anak-anak
2022-08-24,17:39:00,hiburan,11000,Main game online berbayar
2022-08-25,08:56:00,makan,15000,Beli gorengan di sekolah
2022-08-25,13:36:00,makan,44000,Beli jajanan pasar tradisional
2022-08-25,19:50:00,asuransi,64000,Bayar premi asuransi kendaraan
2022-08-25,17:11:00,pulsa,8000,Pembayaran layanan telekomunikasi lainnya
2022-08-25,17:33:00,belanja,64000,Beli alat elektronik kecil
2022-08-26,20:26:00,rumah,79000,Beli alat pel dan alat kebersihan rumah
2022-08-26,12:44:00,pakaian,56000,Beli pakaian tradisional
2022-08-26,13:11:00,belanja,73000,Beli sayur dan buah segar
2022-08-27,06:44:00,kesehatan,75000,Pemeriksaan laboratorium
2022-08-27,06:56:00,pakaian,59000,Beli kaos dan celana casual
2022-08-27,12:23:00,hiburan,49000,Nonton bioskop
2022-08-28,10:35:00,pakaian,41000,Beli sepatu formal
2022-08-28,12:18:00,makan,49000,Beli nasi bungkus
2022-08-28,19:52:00,makan,35000,Jajan cemilan pasar
2022-08-29,20:37:00,tagihan,73000,Bayar iuran keamanan lingkungan
2022-08-29,17:20:00,rumah,79000,Beli tirai dan gorden
2022-08-29,06:04:00,pajak,59000,Bayar pajak penghasilan
2022-08-30,06:49:00,belanja,57000,Belanja kebutuhan rumah tangga
2022-08-30,20:04:00,lain-lain,28000,Hadiah ulang tahun keluarga
2022-08-30,10:31:00,pajak,57000,Bayar pajak reklame
2022-08-30,10:51:00,loundry,23000,Loundry pakaian olahraga
2022-08-30,15:58:00,hiburan,26000,Mengikuti kelas musik atau tari
2022-08-31,07:48:00,kesehatan,97000,Pembelian obat resep dokter
2022-08-31,11:03:00,belanja,74000,Belanja perlengkapan sekolah anak
2022-08-31,16:32:00,kesehatan,43000,Terapi pijat dan refleksi
2022-09-01,08:03:00,hiburan,24000,Nonton bioskop
2022-09-01,18:36:00,rumah,64000,"Pembelian alat keamanan rumah (CCTV, alarm)"
2022-09-01,06:08:00,asuransi,63000,Bayar premi asuransi pendidikan anak
2022-09-01,14:28:00,tagihan,55000,Bayar iuran keamanan lingkungan
2022-09-01,13:55:00,loundry,28000,Loundry pakaian olahraga
2022-09-02,08:41:00,pajak,61000,Bayar pajak bumi dan bangunan (PBB)
2022-09-02,06:16:00,asuransi,83000,Bayar premi asuransi kesehatan
2022-09-02,07:16:00,kesehatan,70000,Pembelian masker dan hand sanitizer
2022-09-02,10:35:00,lain-lain,20000,Pembelian souvenir acara keluarga
2022-09-02,13:06:00,makan,27000,Beli jajanan pasar tradisional
2022-09-03,13:54:00,asuransi,92000,Bayar premi asuransi perjalanan
2022-09-03,10:04:00,tagihan,81000,Bayar tagihan TV kabel dan streaming
2022-09-03,07:34:00,pulsa,10000,Beli pulsa untuk perangkat IoT
2022-09-04,07:51:00,pulsa,9000,Isi ulang pulsa telepon
2022-09-04,15:17:00,tagihan,77000,Bayar tagihan internet dan WiFi
2022-09-04,17:21:00,lain-lain,13000,Transportasi darurat
2022-09-04,07:40:00,makan,41000,Beli sarapan di warung
2022-09-05,08:02:00,hiburan,12000,Bermain di taman rekreasi
2022-09-05,11:53:00,tagihan,83000,Bayar layanan kebersihan lingkungan
2022-09-05,10:45:00,loundry,22000,Setrika pakaian kerja
2022-09-05,17:30:00,lain-lain,40000,Donasi bencana alam
2022-09-05,11:13:00,asuransi,84000,Biaya administrasi asuransi
2022-09-06,14:58:00,pulsa,7000,Beli paket SMS dan telepon
2022-09-06,13:44:00,belanja,69000,Beli pakaian baru
2022-09-06,13:12:00,tagihan,89000,Bayar tagihan telepon rumah
2022-09-06,08:32:00,belanja,36000,Belanja kebutuhan rumah tangga
2022-09-06,07:42:00,makan,26000,Beli sarapan di warung
2022-09-07,13:59:00,hiburan,43000,Bermain di taman rekreasi
2022-09-07,10:47:00,pakaian,62000,Beli baju anak-anak
2022-09-07,10:06:00,makan,13000,Beli nasi bungkus
2022-09-07,16:13:00,asuransi,66000,Bayar premi asuransi jiwa
2022-09-08,10:16:00,belanja,24000,Beli alat tulis dan kantor
2022-09-08,06:07:00,makan,48000,Beli makanan online lewat aplikasi
2022-09-08,15:32:00,rumah,63000,Service dan perawatan AC
2022-09-08,18:27:00,belanja,35000,Beli alat tulis dan kantor
2022-09-09,21:55:00,rumah,70000,Perbaikan instalasi listrik rumah
2022-09-09,10:09:00,loundry,11000,Loundry pakaian berbahan khusus
2022-09-09,14:32:00,loundry,18000,Cuci tas dan sepatu
2022-09-09,06:53:00,asuransi,62000,Biaya administrasi asuransi
2022-09-10,10:06:00,pakaian,47000,Beli aksesoris pakaian
2022-09-10,12:55:00,lain-lain,43000,Donasi bencana alam
2022-09-10,14:59:00,pakaian,53000,Beli jaket dan sweater
2022-09-11,07:58:00,pulsa,11000,Beli pulsa untuk perangkat IoT
2022-09-11,15:51:00,rumah,97000,Pengecatan rumah dan dinding
2022-09-11,07:25:00,pulsa,18000,Beli paket SMS dan telepon
2022-09-11,10:15:00,asuransi,89000,Bayar premi asuransi pendidikan anak
2022-09-12,11:11:00,lain-lain,26000,Biaya perizinan dan administrasi
2022-09-12,16:37:00,rumah,84000,Beli tirai dan gorden
2022-09-12,14:25:00,makan,29000,Beli lauk pauk untuk keluarga
2022-09-13,21:59:00,belanja,73000,Belanja kebutuhan dapur
2022-09-13,10:38:00,loundry,13000,Loundry seragam sekolah
2022-09-13,12:40:00,loundry,28000,Cuci pakaian harian
2022-09-13,18:54:00,tagihan,85000,Bayar tagihan telepon rumah
2022-09-13,17:30:00,kesehatan,49000,Pembelian alat kesehatan seperti tensimeter
2022-09-14,11:18:00,belanja,62000,Beli alat elektronik kecil
2022-09-14,07:18:00,loundry,14000,Loundry seprai dan selimut
2022-09-14,20:21:00,asuransi,83000,Bayar premi asuransi kendaraan
2022-09-15,09:14:00,pajak,79000,Bayar pajak bumi dan bangunan (PBB)
2022-09-15,08:44:00,rumah,94000,Pengecatan rumah dan dinding
2022-09-15,15:13:00,pajak,72000,Bayar pajak kendaraan bermotor
2022-09-15,09:44:00,asuransi,66000,Bayar premi asuransi jiwa
2022-09-16,16:14:00,lain-lain,49000,Biaya penitipan anak
2022-09-16,15:29:00,kesehatan,90000,Terapi pijat dan refleksi
2022-09-16,10:31:00,asuransi,54000,Perpanjangan asuransi rumah
2022-09-17,14:40:00,rumah,67000,Beli alat pel dan alat kebersihan rumah
2022-09-17,08:31:00,asuransi,64000,Bayar premi asuransi jiwa
2022-09-17,13:10:00,tagihan,80000,Bayar langganan majalah/koran
2022-09-17,13:01:00,lain-lain,39000,Biaya penitipan anak
2022-09-17,09:31:00,pakaian,39000,Beli baju kerja dan seragam
2022-09-18,09:02:00,tagihan,58000,Bayar tagihan listrik bulanan
2022-09-18,09:16:00,pajak,69000,Pelunasan denda pajak
2022-09-18,11:20:00,belanja,39000,Beli souvenir dan hadiah
2022-09-18,13:42:00,hiburan,36000,Langganan majalah hiburan
2022-09-19,15:47:00,rumah,87000,Perbaikan pipa dan keran air
2022-09-19,07:59:00,rumah,98000,Perbaikan pipa dan keran air
2022-09-19,21:09:00,hiburan,12000,Beli cemilan saat nonton TV
2022-09-19,12:09:00,tagihan,92000,Bayar tagihan internet dan WiFi
2022-09-20,18:38:00,kesehatan,40000,Beli vitamin dan suplemen
2022-09-20,12:57:00,belanja,67000,Beli alat elektronik kecil
2022-09-20,06:35:00,pajak,73000,Bayar pajak listrik usaha
2022-09-20,07:47:00,rumah,81000,Beli alat pel dan alat kebersihan rumah
2022-09-20,21:10:00,pajak,71000,Bayar pajak usaha
2022-09-21,21:14:00,pajak,72000,Bayar pajak reklame
2022-09-21,16:37:00,rumah,90000,Service dan perawatan AC
2022-09-21,19:12:00,asuransi,97000,Biaya administrasi asuransi
2022-09-21,19:24:00,tagihan,91000,Bayar iuran keamanan lingkungan
2022-09-22,17:34:00,loundry,20000,Setrika pakaian batik
2022-09-22,21:23:00,pulsa,8000,Beli pulsa untuk perangkat IoT
2022-09-22,15:14:00,pulsa,14000,Beli kuota internet tambahan
2022-09-23,08:18:00,asuransi,72000,Perpanjangan asuransi rumah
2022-09-23,08:49:00,loundry,17000,Loundry pakaian anak
2022-09-23,08:43:00,kesehatan,77000,Pembelian obat resep dokter
2022-09-23,06:28:00,lain-lain,36000,Donasi bencana alam
2022-09-24,14:25:00,kesehatan,51000,Konsultasi dokter umum
2022-09-24,15:40:00,asuransi,64000,Bayar premi asuransi jiwa
2022-09-24,20:03:00,makan,36000,Makan di warteg
2022-09-24,11:37:00,rumah,95000,Beli alat pel dan alat kebersihan rumah
2022-09-24,11:20:00,pakaian,57000,Beli topi dan sabuk
2022-09-25,15:34:00,pulsa,7000,Beli voucher TV kabel
2022-09-25,12:46:00,rumah,91000,Beli alat pel dan alat kebersihan rumah
2022-09-25,12:52:00,rumah,99000,"Pembelian alat keamanan rumah (CCTV, alarm)"
2022-09-26,09:24:00,lain-lain,14000,Biaya perizinan dan administrasi
2022-09-26,11:59:00,belanja,59000,Beli alat elektronik kecil
2022-09-26,10:56:00,pajak,60000,Bayar pajak hotel dan restoran
2022-09-26,11:05:00,rumah,79000,Service dan perawatan AC
2022-09-26,13:57:00,pulsa,15000,Top up e-wallet GoPay/Ovo/Dana
2022-09-27,15:39:00,loundry,28000,Loundry pakaian berbahan khusus
2022-09-27,20:46:00,lain-lain,37000,Sedekah ke masjid atau panti asuhan
2022-09-27,09:05:00,makan,14000,Makan siang di kantin
2022-09-27,14:43:00,belanja,79000,Beli alat elektronik kecil
2022-09-28,14:01:00,rumah,63000,Pengecatan rumah dan dinding
2022-09-28,16:46:00,kesehatan,51000,Konsultasi dokter umum
2022-09-28,18:41:00,rumah,58000,Pengecatan rumah dan dinding
2022-09-28,20:00:00,loundry,14000,Loundry seprai dan selimut
2022-09-28,18:17:00,loundry,29000,Cuci pakaian harian
2022-09-29,07:17:00,tagihan,98000,Bayar langganan majalah/koran
2022-09-29,07:20:00,pakaian,31000,Beli sepatu formal
2022-09-29,15:09:00,loundry,29000,Setrika pakaian kerja
2022-09-29,11:43:00,rumah,75000,Beli alat pel dan alat kebersihan rumah
2022-09-30,14:59:00,belanja,31000,Beli pakaian baru
2022-09-30,18:08:00,asuransi,67000,Bayar premi asuransi jiwa
2022-09-30,08:18:00,pulsa,14000,Beli voucher TV kabel
2022-10-01,06:37:00,rumah,54000,Perbaikan atap rumah bocor
2022-10-01,21:30:00,hiburan,23000,Beli tiket konser musik
2022-10-01,10:42:00,pajak,64000,Bayar pajak listrik usaha
2022-10-01,19:15:00,pulsa,14000,Beli voucher TV kabel
2022-10-02,07:45:00,pulsa,7000,Beli paket SMS dan telepon
2022-10-02,06:54:00,loundry,13000,Loundry pakaian olahraga
2022-10-02,20:49:00,hiburan,36000,Nonton pertunjukan teater atau seni tradisional
2022-10-02,12:02:00,pulsa,12000,Beli paket data internet
2022-10-02,15:50:00,tagihan,97000,Bayar tagihan gas elpiji
2022-10-03,16:29:00,tagihan,94000,Bayar iuran keamanan lingkungan
2022-10-03,16:21:00,pajak,93000,Bayar pajak listrik usaha
2022-10-03,18:38:00,loundry,12000,Loundry pakaian berbahan khusus
2022-10-03,07:02:00,tagihan,88000,Bayar tagihan TV kabel dan streaming
2022-10-04,19:32:00,pulsa,9000,Beli paket SMS dan telepon
2022-10-04,12:44:00,asuransi,73000,Biaya administrasi asuransi
2022-10-04,10:36:00,loundry,10000,Setrika pakaian batik
2022-10-04,06:41:00,pakaian,53000,Beli kaos dan celana casual
2022-10-04,08:15:00,makan,36000,Jajan cemilan pasar
2022-10-05,18:29:00,loundry,20000,Loundry pakaian olahraga
2022-10-05,17:14:00,pajak,81000,Bayar pajak kendaraan pribadi
2022-10-05,19:35:00,makan,22000,Beli gorengan di sekolah
2022-10-06,17:28:00,pulsa,9000,Top up e-wallet GoPay/Ovo/Dana
2022-10-06,20:33:00,asuransi,77000,Bayar premi asuransi kendaraan bermotor
2022-10-06,11:47:00,pakaian,75000,Beli pakaian tradisional
2022-10-06,20:23:00,makan,23000,Makan siang di kantin
2022-10-06,09:41:00,makan,12000,Makan di warteg
2022-10-07,16:12:00,pajak,85000,Bayar pajak hotel dan restoran
2022-10-07,17:48:00,asuransi,75000,Bayar premi asuransi pendidikan anak
2022-10-07,09:44:00,loundry,20000,Loundry pakaian olahraga
2022-10-08,16:06:00,hiburan,27000,Nonton pertunjukan teater atau seni tradisional
2022-10-08,14:55:00,pulsa,15000,Beli paket data internet
2022-10-08,16:22:00,kesehatan,85000,Pembelian alat kesehatan seperti tensimeter
2022-10-08,11:37:00,rumah,63000,"Pembelian alat keamanan rumah (CCTV, alarm)"
2022-10-09,14:13:00,pakaian,55000,Beli baju kerja dan seragam
2022-10-09,14:39:00,asuransi,56000,Pembayaran klaim asuransi
2022-10-09,17:27:00,pulsa,5000,Isi ulang pulsa telepon
2022-10-10,11:55:00,hiburan,27000,Bermain di taman rekreasi
2022-10-10,12:27:00,tagihan,55000,Bayar tagihan air PDAM
2022-10-10,16:24:00,rumah,65000,Beli alat pel dan alat kebersihan rumah
2022-10-10,14:27:00,pajak,85000,Bayar pajak hotel dan restoran
2022-10-11,07:50:00,pakaian,60000,Beli pakaian dalam
2022-10-11,09:56:00,pulsa,11000,Top up e-wallet GoPay/Ovo/Dana
2022-10-11,10:51:00,pajak,60000,Bayar pajak kendaraan pribadi
2022-10-11,18:50:00,asuransi,77000,Bayar premi asuransi kendaraan
2022-10-12,13:26:00,lain-lain,37000,Sedekah ke masjid atau panti asuhan
2022-10-12,06:12:00,makan,19000,Beli minuman es teh
