Tanggal,Jam,Jenis,Kategori,Jumlah,Keterangan
2024-03-12,7:50,Pengeluaran,Makan Pagi,19000,Makan rutin
2024-03-12,11:06,Pengeluaran,Makan Siang,23000,Makan rutin
2024-03-12,19:30,Pengeluaran,Makan Malam,17000,Makan rutin
2024-03-13,6:43,Pengeluaran,Makan Pagi,23000,Makan rutin
2024-03-13,12:18,Pengeluaran,Makan Siang,29000,Makan rutin
2024-03-13,19:52,Pengeluaran,Makan Malam,27000,Makan rutin
2024-03-14,6:21,Pengeluaran,Makan Pagi,18000,Makan rutin
2024-03-14,12:50,Pengeluaran,Makan Siang,26000,Makan rutin
2024-03-14,20:58,Pengeluaran,Makan Malam,20000,Makan rutin
2024-03-15,8:46,Pengeluaran,Makan Pagi,16000,Makan rutin
2024-03-15,11:53,Pengeluaran,Makan Siang,15000,Makan rutin
2024-03-15,18:41,Pengeluaran,Makan Malam,25000,Makan rutin
2024-03-16,6:56,Pengeluaran,Makan Pagi,16000,Makan rutin
2024-03-16,11:27,Pengeluaran,Makan Siang,23000,Makan rutin
2024-03-16,18:42,Pengeluaran,Makan Malam,20000,Makan rutin
2024-03-17,6:47,Pengeluaran,Makan Pagi,17000,Makan rutin
2024-03-17,13:19,Pengeluaran,Makan Siang,20000,Makan rutin
2024-03-17,18:18,Pengeluaran,Makan Malam,23000,Makan rutin
2024-03-18,8:42,Pengeluaran,Makan Pagi,23000,Makan rutin
2024-03-18,11:12,Pengeluaran,Bensin,61000,Pengisian bensin mingguan
2024-03-18,13:15,Pengeluaran,Makan Siang,22000,Makan rutin
2024-03-18,20:23,Pengeluaran,Makan Malam,27000,Makan rutin
2024-03-19,8:52,Pengeluaran,Makan Pagi,15000,Makan rutin
2024-03-19,11:02,Pengeluaran,Makan Siang,27000,Makan rutin
2024-03-19,19:36,Pengeluaran,Makan Malam,24000,Makan rutin
2024-03-20,6:30,Pengeluaran,Makan Pagi,27000,Makan rutin
2024-03-20,13:44,Pengeluaran,Makan Siang,27000,Makan rutin
2024-03-20,20:17,Pengeluaran,Makan Malam,27000,Makan rutin
2024-03-21,7:07,Pengeluaran,Makan Pagi,23000,Makan rutin
2024-03-21,8:02,Pengeluaran,Transportasi Umum,22000,Transportasi alternatif
2024-03-21,12:28,Pengeluaran,Makan Siang,26000,Makan rutin
2024-03-21,18:54,Pengeluaran,Makan Malam,27000,Makan rutin
2024-03-22,8:34,Pengeluaran,Makan Pagi,17000,Makan rutin
2024-03-22,11:09,Pengeluaran,Makan Siang,29000,Makan rutin
2024-03-22,20:49,Pengeluaran,Makan Malam,18000,Makan rutin
2024-03-23,8:04,Pengeluaran,Makan Pagi,23000,Makan rutin
2024-03-23,12:15,Pengeluaran,Rekreasi,123000,Jalan-jalan weekend
2024-03-23,13:14,Pengeluaran,Makan Siang,21000,Makan rutin
2024-03-23,18:45,Pengeluaran,Makan Malam,27000,Makan rutin
2024-03-24,8:55,Pengeluaran,Makan Pagi,26000,Makan rutin
2024-03-24,13:56,Pengeluaran,Makan Siang,16000,Makan rutin
2024-03-24,19:03,Pengeluaran,Makan Malam,28000,Makan rutin
2024-03-25,7:42,Pengeluaran,Makan Pagi,20000,Makan rutin
2024-03-25,11:50,Pengeluaran,Bensin,67000,Pengisian bensin mingguan
2024-03-25,13:36,Pengeluaran,Makan Siang,18000,Makan rutin
2024-03-25,20:39,Pengeluaran,Makan Malam,25000,Makan rutin
2024-03-26,6:43,Pengeluaran,Makan Pagi,28000,Makan rutin
2024-03-26,12:41,Pengeluaran,Makan Siang,26000,Makan rutin
2024-03-26,20:11,Pengeluaran,Makan Malam,26000,Makan rutin
2024-03-27,7:47,Pengeluaran,Makan Pagi,16000,Makan rutin
2024-03-27,11:11,Pengeluaran,Makan Siang,28000,Makan rutin
2024-03-27,18:22,Pengeluaran,Makan Malam,19000,Makan rutin
2024-03-28,7:12,Pengeluaran,Makan Pagi,21000,Makan rutin
2024-03-28,12:18,Pengeluaran,Makan Siang,24000,Makan rutin
2024-03-28,18:58,Pengeluaran,Makan Malam,21000,Makan rutin
2024-03-29,6:03,Pengeluaran,Makan Pagi,19000,Makan rutin
2024-03-29,12:16,Pengeluaran,Makan Siang,27000,Makan rutin
2024-03-29,20:05,Pengeluaran,Makan Malam,26000,Makan rutin
2024-03-30,7:48,Pengeluaran,Makan Pagi,27000,Makan rutin
2024-03-30,12:47,Pengeluaran,Makan Siang,27000,Makan rutin
2024-03-30,13:45,Pengeluaran,Rekreasi,289000,Jalan-jalan weekend
2024-03-30,20:08,Pengeluaran,Makan Malam,15000,Makan rutin
2024-03-31,8:17,Pengeluaran,Makan Pagi,29000,Makan rutin
2024-03-31,13:33,Pengeluaran,Makan Siang,28000,Makan rutin
2024-03-31,19:01,Pengeluaran,Makan Malam,18000,Makan rutin
2024-04-01,7:24,Pengeluaran,Makan Pagi,25000,Makan rutin
2024-04-01,8:51,Pemasukan,Gaji,4000000,Gaji bulanan
2024-04-01,10:46,Pengeluaran,Bensin,64000,Pengisian bensin mingguan
2024-04-01,13:33,Pengeluaran,Makan Siang,20000,Makan rutin
2024-04-01,17:09,Pengeluaran,Belanja Bulanan,309000,Belanja kebutuhan bulanan
2024-04-01,20:57,Pengeluaran,Makan Malam,16000,Makan rutin
2024-04-02,8:01,Pengeluaran,Makan Pagi,15000,Makan rutin
2024-04-02,12:19,Pengeluaran,Makan Siang,23000,Makan rutin
2024-04-02,20:09,Pengeluaran,Makan Malam,21000,Makan rutin
2024-04-03,7:08,Pengeluaran,Makan Pagi,28000,Makan rutin
2024-04-03,11:44,Pengeluaran,Makan Siang,17000,Makan rutin
2024-04-03,20:26,Pengeluaran,Makan Malam,21000,Makan rutin
2024-04-04,8:10,Pengeluaran,Makan Pagi,16000,Makan rutin
2024-04-04,12:19,Pengeluaran,Makan Siang,26000,Makan rutin
2024-04-04,18:31,Pengeluaran,Makan Malam,16000,Makan rutin
2024-04-05,6:15,Pengeluaran,Makan Pagi,20000,Makan rutin
2024-04-05,10:48,Pengeluaran,Listrik Kos,156000,Tagihan listrik kos
2024-04-05,11:30,Pengeluaran,Makan Siang,22000,Makan rutin
2024-04-05,20:27,Pengeluaran,Makan Malam,24000,Makan rutin
2024-04-06,8:07,Pengeluaran,Makan Pagi,28000,Makan rutin
2024-04-06,8:08,Pengeluaran,Transportasi Umum,15000,Transportasi alternatif
2024-04-06,11:41,Pengeluaran,Makan Siang,18000,Makan rutin
2024-04-06,19:40,Pengeluaran,Makan Malam,18000,Makan rutin
2024-04-07,6:57,Pengeluaran,Makan Pagi,15000,Makan rutin
2024-04-07,13:23,Pengeluaran,Rekreasi,190000,Jalan-jalan weekend
2024-04-07,13:43,Pengeluaran,Makan Siang,23000,Makan rutin
2024-04-07,18:31,Pengeluaran,Makan Malam,25000,Makan rutin
2024-04-08,8:21,Pengeluaran,Makan Pagi,28000,Makan rutin
2024-04-08,9:41,Pengeluaran,Bensin,60000,Pengisian bensin mingguan
2024-04-08,11:39,Pengeluaran,Makan Siang,24000,Makan rutin
2024-04-08,20:53,Pengeluaran,Makan Malam,29000,Makan rutin
2024-04-09,6:14,Pengeluaran,Makan Pagi,26000,Makan rutin
2024-04-09,11:48,Pengeluaran,Makan Siang,25000,Makan rutin
2024-04-09,20:17,Pengeluaran,Makan Malam,22000,Makan rutin
2024-04-10,6:17,Pengeluaran,Makan Pagi,18000,Makan rutin
2024-04-10,11:50,Pengeluaran,Makan Siang,26000,Makan rutin
2024-04-10,20:09,Pengeluaran,Makan Malam,25000,Makan rutin
2024-04-11,8:41,Pengeluaran,Makan Pagi,29000,Makan rutin
2024-04-11,13:39,Pengeluaran,Makan Siang,26000,Makan rutin
2024-04-11,20:24,Pengeluaran,Makan Malam,27000,Makan rutin
2024-04-12,7:53,Pengeluaran,Makan Pagi,23000,Makan rutin
2024-04-12,13:19,Pengeluaran,Makan Siang,26000,Makan rutin
2024-04-12,20:51,Pengeluaran,Makan Malam,24000,Makan rutin
2024-04-13,7:07,Pengeluaran,Makan Pagi,15000,Makan rutin
2024-04-13,13:18,Pengeluaran,Makan Siang,16000,Makan rutin
2024-04-13,19:16,Pengeluaran,Makan Malam,26000,Makan rutin
2024-04-14,7:15,Pengeluaran,Makan Pagi,28000,Makan rutin
2024-04-14,11:32,Pengeluaran,Makan Siang,24000,Makan rutin
2024-04-14,20:49,Pengeluaran,Makan Malam,20000,Makan rutin
2024-04-15,7:38,Pengeluaran,Makan Pagi,18000,Makan rutin
2024-04-15,11:51,Pengeluaran,Makan Siang,25000,Makan rutin
2024-04-15,11:58,Pengeluaran,Bensin,54000,Pengisian bensin mingguan
2024-04-15,18:42,Pengeluaran,Makan Malam,29000,Makan rutin
2024-04-16,8:14,Pengeluaran,Makan Pagi,15000,Makan rutin
2024-04-16,12:31,Pengeluaran,Makan Siang,29000,Makan rutin
2024-04-16,19:04,Pengeluaran,Makan Malam,22000,Makan rutin
2024-04-17,8:29,Pengeluaran,Makan Pagi,16000,Makan rutin
2024-04-17,13:58,Pengeluaran,Makan Siang,18000,Makan rutin
2024-04-17,20:43,Pengeluaran,Makan Malam,23000,Makan rutin
2024-04-18,6:25,Pengeluaran,Makan Pagi,19000,Makan rutin
2024-04-18,12:37,Pengeluaran,Makan Siang,28000,Makan rutin
2024-04-18,20:29,Pengeluaran,Makan Malam,27000,Makan rutin
2024-04-19,6:36,Pengeluaran,Makan Pagi,15000,Makan rutin
2024-04-19,12:00,Pengeluaran,Makan Siang,24000,Makan rutin
2024-04-19,18:10,Pengeluaran,Makan Malam,18000,Makan rutin
2024-04-20,8:02,Pengeluaran,Makan Pagi,27000,Makan rutin
2024-04-20,11:21,Pengeluaran,Rekreasi,235000,Jalan-jalan weekend
2024-04-20,12:44,Pengeluaran,Makan Siang,17000,Makan rutin
2024-04-20,18:02,Pengeluaran,Makan Malam,18000,Makan rutin
2024-04-21,7:11,Pengeluaran,Makan Pagi,29000,Makan rutin
2024-04-21,12:51,Pengeluaran,Makan Siang,27000,Makan rutin
2024-04-21,20:02,Pengeluaran,Makan Malam,24000,Makan rutin
2024-04-22,8:26,Pengeluaran,Makan Pagi,25000,Makan rutin
2024-04-22,9:06,Pengeluaran,Bensin,69000,Pengisian bensin mingguan
2024-04-22,13:53,Pengeluaran,Makan Siang,21000,Makan rutin
2024-04-22,19:04,Pengeluaran,Makan Malam,22000,Makan rutin
2024-04-23,8:19,Pengeluaran,Makan Pagi,15000,Makan rutin
2024-04-23,12:12,Pengeluaran,Makan Siang,26000,Makan rutin
2024-04-23,20:19,Pengeluaran,Makan Malam,19000,Makan rutin
2024-04-24,7:12,Pengeluaran,Makan Pagi,19000,Makan rutin
2024-04-24,12:27,Pengeluaran,Makan Siang,25000,Makan rutin
2024-04-24,18:24,Pengeluaran,Makan Malam,24000,Makan rutin
2024-04-25,8:08,Pengeluaran,Makan Pagi,23000,Makan rutin
2024-04-25,11:42,Pengeluaran,Makan Siang,19000,Makan rutin
2024-04-25,18:07,Pengeluaran,Makan Malam,29000,Makan rutin
2024-04-26,8:09,Pengeluaran,Makan Pagi,16000,Makan rutin
2024-04-26,12:50,Pengeluaran,Makan Siang,18000,Makan rutin
2024-04-26,18:10,Pengeluaran,Makan Malam,24000,Makan rutin
2024-04-27,6:18,Pengeluaran,Makan Pagi,21000,Makan rutin
2024-04-27,11:11,Pengeluaran,Rekreasi,250000,Jalan-jalan weekend
2024-04-27,13:04,Pengeluaran,Makan Siang,26000,Makan rutin
2024-04-27,19:57,Pengeluaran,Makan Malam,27000,Makan rutin
2024-04-28,6:49,Pengeluaran,Makan Pagi,23000,Makan rutin
2024-04-28,9:42,Pengeluaran,Transportasi Umum,24000,Transportasi alternatif
2024-04-28,11:34,Pengeluaran,Makan Siang,22000,Makan rutin
2024-04-28,20:59,Pengeluaran,Makan Malam,23000,Makan rutin
2024-04-29,8:37,Pengeluaran,Makan Pagi,27000,Makan rutin
2024-04-29,9:04,Pengeluaran,Bensin,52000,Pengisian bensin mingguan
2024-04-29,13:32,Pengeluaran,Makan Siang,28000,Makan rutin
2024-04-29,19:24,Pengeluaran,Makan Malam,22000,Makan rutin
2024-04-30,8:27,Pengeluaran,Makan Pagi,29000,Makan rutin
2024-04-30,12:58,Pengeluaran,Makan Siang,19000,Makan rutin
2024-04-30,19:31,Pengeluaran,Makan Malam,26000,Makan rutin
2024-05-01,6:21,Pengeluaran,Makan Pagi,42000,Makan rutin
2024-05-01,10:10,Pemasukan,Gaji,4000000,Gaji bulanan
2024-05-01,12:03,Pengeluaran,Makan Siang,41000,Makan rutin
2024-05-01,19:06,Pengeluaran,Makan Malam,43000,Makan rutin
2024-05-01,19:33,Pengeluaran,Belanja Bulanan,768000,Belanja kebutuhan bulanan
2024-05-02,7:18,Pengeluaran,Makan Pagi,43000,Makan rutin
2024-05-02,13:18,Pengeluaran,Makan Siang,35000,Makan rutin
2024-05-02,18:38,Pengeluaran,Makan Malam,43000,Makan rutin
2024-05-03,6:01,Pengeluaran,Makan Pagi,42000,Makan rutin
2024-05-03,12:57,Pengeluaran,Makan Siang,37000,Makan rutin
2024-05-03,18:52,Pengeluaran,Makan Malam,44000,Makan rutin
2024-05-04,6:30,Pengeluaran,Makan Pagi,41000,Makan rutin
2024-05-04,13:42,Pengeluaran,Makan Siang,37000,Makan rutin
2024-05-04,18:10,Pengeluaran,Makan Malam,39000,Makan rutin
2024-05-05,7:46,Pengeluaran,Makan Pagi,35000,Makan rutin
2024-05-05,11:45,Pengeluaran,Makan Siang,44000,Makan rutin
2024-05-05,12:50,Pengeluaran,Listrik Kos,364000,Tagihan listrik kos
2024-05-05,18:02,Pengeluaran,Makan Malam,38000,Makan rutin
2024-05-06,7:50,Pengeluaran,Makan Pagi,35000,Makan rutin
2024-05-06,9:55,Pengeluaran,Bensin,82000,Pengisian bensin mingguan
2024-05-06,13:36,Pengeluaran,Makan Siang,37000,Makan rutin
2024-05-06,18:18,Pengeluaran,Makan Malam,37000,Makan rutin
2024-05-07,6:53,Pengeluaran,Makan Pagi,40000,Makan rutin
2024-05-07,12:46,Pengeluaran,Makan Siang,43000,Makan rutin
2024-05-07,18:07,Pengeluaran,Makan Malam,41000,Makan rutin
2024-05-08,6:27,Pengeluaran,Makan Pagi,41000,Makan rutin
2024-05-08,12:40,Pengeluaran,Makan Siang,39000,Makan rutin
2024-05-08,20:31,Pengeluaran,Makan Malam,43000,Makan rutin
2024-05-09,8:37,Pengeluaran,Makan Pagi,42000,Makan rutin
2024-05-09,13:56,Pengeluaran,Makan Siang,40000,Makan rutin
2024-05-09,19:18,Pengeluaran,Makan Malam,41000,Makan rutin
2024-05-10,8:12,Pengeluaran,Makan Pagi,35000,Makan rutin
2024-05-10,13:22,Pengeluaran,Makan Siang,35000,Makan rutin
2024-05-10,20:17,Pengeluaran,Makan Malam,38000,Makan rutin
2024-05-11,7:15,Pengeluaran,Makan Pagi,35000,Makan rutin
2024-05-11,12:48,Pengeluaran,Makan Siang,42000,Makan rutin
2024-05-11,19:27,Pengeluaran,Makan Malam,41000,Makan rutin
2024-05-12,8:14,Pengeluaran,Makan Pagi,41000,Makan rutin
2024-05-12,12:42,Pengeluaran,Makan Siang,43000,Makan rutin
2024-05-12,20:35,Pengeluaran,Makan Malam,44000,Makan rutin
2024-05-13,7:54,Pengeluaran,Makan Pagi,42000,Makan rutin
2024-05-13,11:26,Pengeluaran,Bensin,99000,Pengisian bensin mingguan
2024-05-13,13:30,Pengeluaran,Makan Siang,42000,Makan rutin
2024-05-13,20:11,Pengeluaran,Makan Malam,39000,Makan rutin
2024-05-14,7:19,Pengeluaran,Makan Pagi,38000,Makan rutin
2024-05-14,11:32,Pengeluaran,Makan Siang,37000,Makan rutin
2024-05-14,19:02,Pengeluaran,Makan Malam,41000,Makan rutin
2024-05-15,7:49,Pengeluaran,Makan Pagi,39000,Makan rutin
2024-05-15,13:15,Pengeluaran,Makan Siang,42000,Makan rutin
2024-05-15,18:03,Pengeluaran,Makan Malam,36000,Makan rutin
2024-05-16,7:00,Pengeluaran,Makan Pagi,40000,Makan rutin
2024-05-16,9:35,Pengeluaran,Transportasi Umum,36000,Transportasi alternatif
2024-05-16,12:03,Pengeluaran,Makan Siang,35000,Makan rutin
2024-05-16,19:25,Pengeluaran,Makan Malam,35000,Makan rutin
2024-05-17,6:39,Pengeluaran,Makan Pagi,35000,Makan rutin
2024-05-17,11:30,Pengeluaran,Makan Siang,36000,Makan rutin
2024-05-17,18:45,Pengeluaran,Makan Malam,42000,Makan rutin
2024-05-18,7:15,Pengeluaran,Makan Pagi,44000,Makan rutin
2024-05-18,12:23,Pengeluaran,Makan Siang,36000,Makan rutin
2024-05-18,20:26,Pengeluaran,Makan Malam,44000,Makan rutin
2024-05-19,6:23,Pengeluaran,Makan Pagi,40000,Makan rutin
2024-05-19,11:48,Pengeluaran,Makan Siang,38000,Makan rutin
2024-05-19,20:02,Pengeluaran,Makan Malam,35000,Makan rutin
2024-05-20,8:34,Pengeluaran,Makan Pagi,37000,Makan rutin
2024-05-20,9:28,Pengeluaran,Bensin,95000,Pengisian bensin mingguan
2024-05-20,13:00,Pengeluaran,Makan Siang,44000,Makan rutin
2024-05-20,19:08,Pengeluaran,Makan Malam,43000,Makan rutin
2024-05-21,7:38,Pengeluaran,Makan Pagi,40000,Makan rutin
2024-05-21,11:08,Pengeluaran,Makan Siang,38000,Makan rutin
2024-05-21,19:35,Pengeluaran,Makan Malam,41000,Makan rutin
2024-05-22,8:12,Pengeluaran,Makan Pagi,36000,Makan rutin
2024-05-22,8:59,Pengeluaran,Transportasi Umum,45000,Transportasi alternatif
2024-05-22,13:28,Pengeluaran,Makan Siang,42000,Makan rutin
2024-05-22,18:41,Pengeluaran,Makan Malam,39000,Makan rutin
2024-05-23,7:31,Pengeluaran,Makan Pagi,37000,Makan rutin
2024-05-23,13:52,Pengeluaran,Makan Siang,35000,Makan rutin
2024-05-23,19:27,Pengeluaran,Makan Malam,38000,Makan rutin
2024-05-24,7:34,Pengeluaran,Makan Pagi,35000,Makan rutin
2024-05-24,12:50,Pengeluaran,Makan Siang,35000,Makan rutin
2024-05-24,20:03,Pengeluaran,Makan Malam,44000,Makan rutin
2024-05-25,7:48,Pengeluaran,Makan Pagi,39000,Makan rutin
2024-05-25,13:20,Pengeluaran,Makan Siang,40000,Makan rutin
2024-05-25,13:30,Pengeluaran,Rekreasi,451000,Jalan-jalan weekend
2024-05-25,19:36,Pengeluaran,Makan Malam,40000,Makan rutin
2024-05-26,7:30,Pengeluaran,Makan Pagi,39000,Makan rutin
2024-05-26,13:52,Pengeluaran,Makan Siang,38000,Makan rutin
2024-05-26,20:51,Pengeluaran,Makan Malam,44000,Makan rutin
2024-05-27,7:52,Pengeluaran,Makan Pagi,42000,Makan rutin
2024-05-27,9:29,Pengeluaran,Bensin,86000,Pengisian bensin mingguan
2024-05-27,11:08,Pengeluaran,Makan Siang,40000,Makan rutin
2024-05-27,20:42,Pengeluaran,Makan Malam,35000,Makan rutin
2024-05-28,8:15,Pengeluaran,Makan Pagi,36000,Makan rutin
2024-05-28,12:00,Pengeluaran,Makan Siang,36000,Makan rutin
2024-05-28,18:34,Pengeluaran,Makan Malam,42000,Makan rutin
2024-05-29,7:55,Pengeluaran,Makan Pagi,36000,Makan rutin
2024-05-29,12:41,Pengeluaran,Makan Siang,39000,Makan rutin
2024-05-29,18:02,Pengeluaran,Makan Malam,35000,Makan rutin
2024-05-30,7:15,Pengeluaran,Makan Pagi,36000,Makan rutin
2024-05-30,11:29,Pengeluaran,Makan Siang,44000,Makan rutin
2024-05-30,20:20,Pengeluaran,Makan Malam,44000,Makan rutin
2024-05-31,7:34,Pengeluaran,Makan Pagi,44000,Makan rutin
2024-05-31,11:34,Pengeluaran,Makan Siang,35000,Makan rutin
2024-05-31,20:28,Pengeluaran,Makan Malam,40000,Makan rutin
2024-06-01,6:38,Pengeluaran,Makan Pagi,24000,Makan rutin
2024-06-01,8:21,Pemasukan,Gaji,4000000,Gaji bulanan
2024-06-01,12:17,Pengeluaran,Makan Siang,22000,Makan rutin
2024-06-01,18:32,Pengeluaran,Belanja Bulanan,349000,Belanja kebutuhan bulanan
2024-06-01,20:14,Pengeluaran,Makan Malam,20000,Makan rutin
2024-06-02,8:31,Pengeluaran,Makan Pagi,20000,Makan rutin
2024-06-02,13:57,Pengeluaran,Makan Siang,26000,Makan rutin
2024-06-02,19:14,Pengeluaran,Makan Malam,25000,Makan rutin
2024-06-03,7:34,Pengeluaran,Makan Pagi,18000,Makan rutin
2024-06-03,11:10,Pengeluaran,Bensin,50000,Pengisian bensin mingguan
2024-06-03,13:06,Pengeluaran,Makan Siang,26000,Makan rutin
2024-06-03,18:07,Pengeluaran,Makan Malam,28000,Makan rutin
2024-06-04,6:27,Pengeluaran,Makan Pagi,27000,Makan rutin
2024-06-04,13:28,Pengeluaran,Makan Siang,15000,Makan rutin
2024-06-04,20:27,Pengeluaran,Makan Malam,21000,Makan rutin
2024-06-05,7:14,Pengeluaran,Makan Pagi,21000,Makan rutin
2024-06-05,12:04,Pengeluaran,Listrik Kos,204000,Tagihan listrik kos
2024-06-05,12:36,Pengeluaran,Makan Siang,19000,Makan rutin
2024-06-05,18:52,Pengeluaran,Makan Malam,29000,Makan rutin
2024-06-06,7:23,Pengeluaran,Makan Pagi,29000,Makan rutin
2024-06-06,12:26,Pengeluaran,Makan Siang,18000,Makan rutin
2024-06-06,19:45,Pengeluaran,Makan Malam,15000,Makan rutin
2024-06-07,6:52,Pengeluaran,Makan Pagi,23000,Makan rutin
2024-06-07,11:41,Pengeluaran,Makan Siang,18000,Makan rutin
2024-06-07,19:18,Pengeluaran,Makan Malam,16000,Makan rutin
2024-06-08,6:03,Pengeluaran,Makan Pagi,25000,Makan rutin
2024-06-08,11:23,Pengeluaran,Makan Siang,29000,Makan rutin
2024-06-08,18:52,Pengeluaran,Makan Malam,29000,Makan rutin
2024-06-09,6:50,Pengeluaran,Makan Pagi,18000,Makan rutin
2024-06-09,12:33,Pengeluaran,Makan Siang,27000,Makan rutin
2024-06-09,19:41,Pengeluaran,Makan Malam,15000,Makan rutin
2024-06-10,7:03,Pengeluaran,Makan Pagi,22000,Makan rutin
2024-06-10,10:20,Pengeluaran,Bensin,57000,Pengisian bensin mingguan
2024-06-10,13:43,Pengeluaran,Makan Siang,26000,Makan rutin
2024-06-10,18:58,Pengeluaran,Makan Malam,17000,Makan rutin
2024-06-11,7:01,Pengeluaran,Makan Pagi,17000,Makan rutin
2024-06-11,11:29,Pengeluaran,Makan Siang,20000,Makan rutin
2024-06-11,20:22,Pengeluaran,Makan Malam,26000,Makan rutin
2024-06-12,8:45,Pengeluaran,Makan Pagi,22000,Makan rutin
2024-06-12,11:50,Pengeluaran,Makan Siang,21000,Makan rutin
2024-06-12,19:20,Pengeluaran,Makan Malam,19000,Makan rutin
2024-06-13,6:53,Pengeluaran,Makan Pagi,26000,Makan rutin
2024-06-13,13:59,Pengeluaran,Makan Siang,27000,Makan rutin
2024-06-13,19:14,Pengeluaran,Makan Malam,23000,Makan rutin
2024-06-14,7:23,Pengeluaran,Makan Pagi,24000,Makan rutin
2024-06-14,12:58,Pengeluaran,Makan Siang,26000,Makan rutin
2024-06-14,18:02,Pengeluaran,Makan Malam,24000,Makan rutin
2024-06-15,8:05,Pengeluaran,Makan Pagi,27000,Makan rutin
2024-06-15,13:24,Pengeluaran,Makan Siang,18000,Makan rutin
2024-06-15,19:16,Pengeluaran,Makan Malam,18000,Makan rutin
2024-06-16,7:48,Pengeluaran,Makan Pagi,17000,Makan rutin
2024-06-16,13:24,Pengeluaran,Makan Siang,26000,Makan rutin
2024-06-16,18:04,Pengeluaran,Makan Malam,22000,Makan rutin
2024-06-17,6:16,Pengeluaran,Makan Pagi,26000,Makan rutin
2024-06-17,9:47,Pengeluaran,Bensin,51000,Pengisian bensin mingguan
2024-06-17,11:27,Pengeluaran,Makan Siang,18000,Makan rutin
2024-06-17,19:01,Pengeluaran,Makan Malam,21000,Makan rutin
2024-06-18,6:42,Pengeluaran,Makan Pagi,17000,Makan rutin
2024-06-18,11:03,Pengeluaran,Makan Siang,27000,Makan rutin
2024-06-18,19:18,Pengeluaran,Makan Malam,29000,Makan rutin
2024-06-19,8:55,Pengeluaran,Makan Pagi,27000,Makan rutin
2024-06-19,13:59,Pengeluaran,Makan Siang,17000,Makan rutin
2024-06-19,20:36,Pengeluaran,Makan Malam,24000,Makan rutin
2024-06-20,7:12,Pengeluaran,Makan Pagi,21000,Makan rutin
2024-06-20,13:34,Pengeluaran,Makan Siang,16000,Makan rutin
2024-06-20,19:05,Pengeluaran,Makan Malam,21000,Makan rutin
2024-06-21,8:13,Pengeluaran,Makan Pagi,21000,Makan rutin
2024-06-21,11:52,Pengeluaran,Makan Siang,19000,Makan rutin
2024-06-21,20:34,Pengeluaran,Makan Malam,19000,Makan rutin
2024-06-22,6:17,Pengeluaran,Makan Pagi,24000,Makan rutin
2024-06-22,13:54,Pengeluaran,Makan Siang,29000,Makan rutin
2024-06-22,14:25,Pengeluaran,Rekreasi,195000,Jalan-jalan weekend
2024-06-22,19:33,Pengeluaran,Makan Malam,21000,Makan rutin
2024-06-23,7:15,Pengeluaran,Makan Pagi,23000,Makan rutin
2024-06-23,11:21,Pengeluaran,Makan Siang,21000,Makan rutin
2024-06-23,20:32,Pengeluaran,Makan Malam,17000,Makan rutin
2024-06-24,6:53,Pengeluaran,Makan Pagi,25000,Makan rutin
2024-06-24,10:16,Pengeluaran,Bensin,61000,Pengisian bensin mingguan
2024-06-24,13:55,Pengeluaran,Makan Siang,28000,Makan rutin
2024-06-24,18:25,Pengeluaran,Makan Malam,20000,Makan rutin
2024-06-25,6:59,Pengeluaran,Makan Pagi,26000,Makan rutin
2024-06-25,11:18,Pengeluaran,Makan Siang,18000,Makan rutin
2024-06-25,18:30,Pengeluaran,Makan Malam,17000,Makan rutin
2024-06-26,7:22,Pengeluaran,Makan Pagi,26000,Makan rutin
2024-06-26,11:42,Pengeluaran,Makan Siang,15000,Makan rutin
2024-06-26,19:11,Pengeluaran,Makan Malam,26000,Makan rutin
2024-06-27,7:24,Pengeluaran,Makan Pagi,29000,Makan rutin
2024-06-27,9:41,Pengeluaran,Transportasi Umum,26000,Transportasi alternatif
2024-06-27,13:35,Pengeluaran,Makan Siang,15000,Makan rutin
2024-06-27,20:19,Pengeluaran,Makan Malam,16000,Makan rutin
2024-06-28,8:27,Pengeluaran,Makan Pagi,25000,Makan rutin
2024-06-28,13:50,Pengeluaran,Makan Siang,25000,Makan rutin
2024-06-28,19:14,Pengeluaran,Makan Malam,28000,Makan rutin
2024-06-29,7:57,Pengeluaran,Makan Pagi,22000,Makan rutin
2024-06-29,11:49,Pengeluaran,Makan Siang,24000,Makan rutin
2024-06-29,19:40,Pengeluaran,Makan Malam,27000,Makan rutin
2024-06-30,8:02,Pengeluaran,Makan Pagi,28000,Makan rutin
2024-06-30,11:38,Pengeluaran,Makan Siang,28000,Makan rutin
2024-06-30,19:44,Pengeluaran,Makan Malam,27000,Makan rutin
2024-07-01,6:27,Pengeluaran,Makan Pagi,24000,Makan rutin
2024-07-01,10:44,Pemasukan,Gaji,4000000,Gaji bulanan
2024-07-01,11:47,Pengeluaran,Bensin,64000,Pengisian bensin mingguan
2024-07-01,13:11,Pengeluaran,Makan Siang,26000,Makan rutin
2024-07-01,16:00,Pengeluaran,Belanja Bulanan,448000,Belanja kebutuhan bulanan
2024-07-01,19:49,Pengeluaran,Makan Malam,28000,Makan rutin
2024-07-02,7:53,Pengeluaran,Makan Pagi,25000,Makan rutin
2024-07-02,12:13,Pengeluaran,Makan Siang,26000,Makan rutin
2024-07-02,20:34,Pengeluaran,Makan Malam,20000,Makan rutin
